"K-110687","fig_25677","0.9997507077323966"
"K-120072","fig_27718","0.9991029251857242"
"K-113713","fig_17131","0.9976207543295399"
"K-110252","fig_19883","0.9996613399482525"
"K-115106","fig_9537","0.9956800108216692"
"K-105690","fig_926","0.999991711440773"
"K-108325","fig_22533","0.9996227880370856"
"K-124021","fig_21194","0.7218425098589516"
"K-126229","fig_6835","0.9994254157047987"
"K-113721","fig_2424","0.8888292667530027"
"K-114492","fig_25570","0.996964386023691"
"K-108100","fig_19995","0.999991711440773"
"K-124731","fig_6832","0.9959692107917312"
"K-111494","fig_34066","0.9975328412547413"
"K-100612","fig_9766","0.9996345595649329"
"K-120457","fig_11536","0.999991711440773"
"K-105434","fig_2988","0.997158422813922"
"K-107121","fig_17046","0.999991711440773"
"K-118485","fig_3673","0.999991711440773"
"K-103906","fig_26780","0.9985049872958226"
"K-118854","fig_16726","0.9997507077323966"
"K-123240","fig_34233","0.7745375740990674"
"K-123712","fig_15262","0.999991711440773"
"K-112999","fig_30043","0.999563451955356"
"K-117123","fig_632","0.999991711440773"
"K-103015","fig_1504","0.9838941014315767"
"K-120260","fig_31657","0.9814730131179763"
"K-101086","fig_3873","0.999991711440773"
"K-105655","fig_17198","0.9990344491513579"
"K-123702","fig_32078","0.999991711440773"
"K-122052","fig_8016","0.999991711440773"
"K-125184","fig_24672","0.999991711440773"
"K-123784","fig_34917","0.9964930467638357"
"K-121899","fig_25579","0.9997768330015315"
"K-112155","fig_9962","0.8310544925512028"
"K-118265","fig_31298","0.9991727540747916"
"K-122063","fig_6170","0.9995054836662637"
"K-116841","fig_5259","0.9992814196628735"
"K-123343","fig_12891","0.9959692107917312"
"K-104429","fig_11350","0.999991711440773"
"K-122360","fig_10702","0.9977018285858602"
"K-126477","fig_24096","0.999991711440773"
"K-117791","fig_14396","0.9979722741045429"
"K-116782","fig_26301","0.999991711440773"
"K-104578","fig_6492","0.9625486092534961"
"K-122503","fig_29748","0.9925381468978314"
"K-117873","fig_28823","0.999991711440773"
"K-100688","fig_22396","0.999991711440773"
"K-118617","fig_21324","0.999991711440773"
"K-113272","fig_35653","0.999991711440773"
"K-119916","fig_8157","0.9828543444465101"
"K-106525","fig_11739","0.9998351379523515"
"K-124218","fig_24861","0.9812593931443776"
"K-115577","fig_20011","0.9149937632758688"
"K-109425","fig_6826","0.9999101706438814"
"K-107168","fig_740","0.999991711440773"
"K-115078","fig_21798","0.999916765949882"
"K-111165","fig_29626","0.9999823115674616"
"K-115387","fig_21617","0.7480469042861425"
"K-113953","fig_4215","0.999991711440773"
"K-106522","fig_31595","0.5480065300350453"
"K-103241","fig_20066","0.9987974622607093"
"K-122442","fig_33003","0.9999023981167796"
"K-119864","fig_8696","0.999991711440773"
"K-112311","fig_25284","0.999991711440773"
"K-113227","fig_6299","0.9857624695305093"
"K-102282","fig_21930","0.999991711440773"
"K-101900","fig_12601","0.999991711440773"
"K-103047","fig_11109","0.9995413654789858"
"K-101356","fig_11248","0.999991711440773"
"K-107836","fig_36660","0.999991711440773"
"K-122957","fig_11557","0.9998836513117897"
"K-108657","fig_35750","0.999970933383985"
"K-116594","fig_20217","0.999991711440773"
"K-117376","fig_20942","0.9997863636521706"
"K-104849","fig_13091","0.8750253120810033"
"K-111317","fig_35360","0.9999862372201145"
"K-109023","fig_26113","0.999991711440773"
"K-101951","fig_11154","0.999991711440773"
"K-106293","fig_21488","0.999991711440773"
"K-118497","fig_8737","0.9989609516484704"
"K-113680","fig_7294","0.999991711440773"
"K-117786","fig_9920","0.999991711440773"
"K-105342","fig_26239","0.9990106000506365"
"K-116203","fig_24358","0.9982732034747686"
"K-123032","fig_33985","0.999991711440773"
"K-108219","fig_17728","0.999991711440773"
"K-109309","fig_11777","0.9954495964628486"
"K-109619","fig_24397","0.9998520311312659"
"K-114796","fig_32132","0.999380825893294"
"K-114213","fig_27180","0.999991711440773"
"K-126100","fig_2092","0.999991711440773"
"K-117724","fig_22991","0.9999395638683183"
"K-112096","fig_36517","0.999991711440773"
"K-103868","fig_26237","0.9597462138182375"
"K-112776","fig_27412","0.9928579463088048"
"K-107234","fig_28006","0.999934506232283"
"K-106557","fig_35266","0.9978596776373908"
"K-113550","fig_772","0.999991711440773"
"K-111401","fig_15678","0.999991711440773"
"K-121579","fig_11577","0.999991711440773"
"K-122733","fig_15292","0.999991711440773"
"K-124576","fig_18739","0.999991711440773"
"K-104301","fig_6796","0.9999732297130711"
"K-113167","fig_23938","0.999991711440773"
"K-106370","fig_26970","0.9991029251857242"
"K-117932","fig_16070","0.9195897931926764"
"K-102693","fig_1995","0.999991711440773"
"K-100479","fig_31766","0.999991711440773"
"K-102314","fig_11192","0.9087182153964556"
"K-106039","fig_27204","0.9990344491513579"
"K-112520","fig_17135","0.9994678295071364"
"K-101969","fig_22321","0.999991711440773"
"K-124359","fig_22772","0.999991711440773"
"K-113948","fig_18699","0.999991711440773"
"K-100746","fig_5014","0.9365400730063296"
"K-110104","fig_15746","0.999959679822726"
"K-105018","fig_26039","0.9990344491513579"
"K-126171","fig_23793","0.999991711440773"
"K-124498","fig_1135","0.999991711440773"
"K-126129","fig_10787","0.999991711440773"
"K-109108","fig_19909","0.999991711440773"
"K-125964","fig_19968","0.7603983908341941"
"K-104937","fig_17954","0.9994254157047987"
"K-109033","fig_36596","0.9997093266534182"
"K-105184","fig_13693","0.999991711440773"
"K-116690","fig_34089","0.9978596776373908"
"K-110443","fig_19619","0.999991711440773"
"K-121697","fig_22950","0.9943124711722086"
"K-115624","fig_27915","0.999991711440773"
"K-108407","fig_5749","0.999991711440773"
"K-102842","fig_9827","0.999991711440773"
"K-113827","fig_14189","0.999991711440773"
"K-118319","fig_18713","0.9994678295071364"
"K-120932","fig_22328","0.999991711440773"
"K-124890","fig_16922","0.9990344491513579"
"K-106676","fig_35523","0.999802288492805"
"K-121968","fig_30005","0.999991711440773"
"K-123179","fig_22648","0.9925381468978314"
"K-121287","fig_33413","0.9875499944406803"
"K-119899","fig_11187","0.9742774331668861"
"K-121234","fig_32402","0.9995970979296009"
"K-122100","fig_17110","0.999991711440773"
"K-116984","fig_7328","0.999991711440773"
"K-107968","fig_17793","0.989507835566174"
"K-100856","fig_24185","0.9997863636521706"
"K-100638","fig_25061","0.9964930467638357"
"K-115521","fig_6648","0.9012160877536592"
"K-116048","fig_2495","0.9951526838797938"
"K-107159","fig_15646","0.999991711440773"
"K-107639","fig_25121","0.9999684461654011"
"K-106624","fig_21384","0.9998265246345297"
"K-100345","fig_7895","0.999991711440773"
"K-114673","fig_170","0.9988820810092697"
"K-114342","fig_18813","0.999894352783995"
"K-102028","fig_17754","0.9984668450543402"
"K-104430","fig_18962","0.999991711440773"
"K-115733","fig_17297","0.5898395645123841"
"K-111851","fig_28905","0.999991711440773"
"K-107153","fig_28606","0.9992970955766968"
"K-116040","fig_3101","0.9999615582255307"
"K-122921","fig_32285","0.9119445438471621"
"K-113596","fig_31714","0.9943124711722086"
"K-119727","fig_7197","0.9980070898723303"
"K-113534","fig_7151","0.99927712716701"
"K-122387","fig_6989","0.9943124711722086"
