id;name;nationality;sex;date_of_birth;height;weight;sport;gold;silver;bronze;info
559477577;Georgina Twigg;Great Britain;female;1990-11-21;1.60;62;hockey;1;0;0;
87130611;Georgios Dervisis;Greece;male;1994-10-30;1.95;92;aquatics;0;0;0;
749506704;Georgios Tziallas;Greece;male;1987-07-14;1.89;91;rowing;0;0;0;
217536800;Georgiy Sheiko;Kazakhstan;male;1989-08-24;1.84;68;athletics;0;0;0;
679229547;Geraint Thomas;Great Britain;male;1986-05-25;1.83;70;cycling;0;0;0;
895148675;Gerald Giraldo;Colombia;male;1989-03-21;1.75;60;athletics;0;0;0;
473977731;Gerald Phiri;Zambia;male;1988-10-06;1.78;79;athletics;0;0;0;
301656142;Gerardo Menendez Mieres;Spain;male;1976-09-11;1.85;80;equestrian;0;0;0;
913327626;Gerasim Kochnev;Uzbekistan;male;1987-03-20;1.78;85;canoe;0;0;0;
426364755;Gerco Schroder;Netherlands;male;1978-07-28;1.65;72;equestrian;0;0;0;
807429022;Gerd Kanter;Estonia;male;1979-05-06;1.96;125;athletics;0;0;0;
859175581;Gerek Meinhardt;United States;male;1990-07-27;1.83;79;fencing;0;0;1;
145487888;Gergely Gyurta;Hungary;male;1991-09-12;1.75;70;aquatics;0;0;0;
293724411;Gergo Kis;Hungary;male;1988-01-19;1.83;80;aquatics;0;0;0;
996218071;Gergo Zalanki;Hungary;male;1995-02-26;1.92;85;aquatics;0;0;0;
60549448;Gerina Piller;United States;female;1985-03-29;1.71;64;golf;0;0;0;
285564872;Germain Chardin;France;male;1983-05-15;1.95;90;rowing;0;0;0;
140439112;German Chiaraviglio;Argentina;male;1987-04-16;1.95;84;athletics;0;0;0;
588470797;German Lauro;Argentina;male;1984-04-02;1.86;127;athletics;0;0;0;
995047699;German Sanchez;Mexico;male;1992-06-24;1.65;60;aquatics;0;1;0;
151532302;German Schulz;Argentina;male;1994-02-05;1.88;95;rugby sevens;0;0;0;
482136504;Gernot Rumpler;Austria;male;1994-02-21;1.89;86;shooting;0;0;0;
423925127;Geronimo Rulli;Argentina;male;1992-05-20;1.75;74;football;0;0;0;
377536681;Gesa Felicitas Krause;Germany;female;1992-08-03;1.67;51;athletics;0;0;0;
477754355;Geumyoung Jang;South Korea;female;1980-05-04;1.63;51;shooting;0;0;0;
947906397;Gevrise Emane;France;female;1982-07-27;1.62;70;judo;0;0;0;
882847570;Geza Imre;Hungary;male;1974-12-23;1.84;75;fencing;0;1;1;
962431612;Ghader Mizbani Iranagh;Iran;male;1975-12-06;1.75;67;cycling;0;0;0;
331492734;Ghasem Gholamreza Rezaei;Iran;male;1985-08-18;1.85;100;wrestling;0;0;1;
827807718;Ghirmay Ghebreslassie;Eritrea;male;1995-11-14;;;athletics;0;0;0;
173887489;Ghislain Perrier;Brazil;male;1987-05-17;1.79;75;fencing;0;0;0;
195640295;Ghislaine Landry;Canada;female;1988-04-27;1.63;65;rugby sevens;0;0;1;
545908968;Ghofran Ahmed;Egypt;male;1992-09-30;1.92;68;taekwondo;0;0;0;
76147159;Ghofrane Mohamed;Syria;female;1989-06-06;1.68;60;athletics;0;0;0;
49318551;Ghulam Mustafa Bashir;Pakistan;male;1987-07-04;1.80;74;shooting;0;0;0;
810499490;Gi Jung Kim;South Korea;male;1990-08-14;1.79;83;badminton;0;0;0;
966812060;Gianina Beleaga;Romania;female;1995-05-21;1.78;57;rowing;0;0;0;
425384574;Gideoni Monteiro;Brazil;male;1989-09-02;1.80;77;cycling;0;0;0;
442076859;Giedrius Titenis;Lithuania;male;1989-07-21;1.93;95;aquatics;0;0;0;
826096399;Gift Motupa;South Africa;male;1994-09-23;1.76;76;football;0;0;0;
684871850;Gil Cohen;Israel;female;1992-07-07;1.70;62;sailing;0;0;0;
802471466;Gil Roberts;United States;male;1989-03-15;1.88;81;athletics;1;0;0;
515485007;Gilda Casanova;Cuba;female;1995-12-19;1.65;54;athletics;0;0;0;
63834716;Gilda Maria de Oliveira;Brazil;female;1983-08-06;1.69;69;wrestling;0;0;0;
48092287;Giles Scott;Great Britain;male;1987-06-23;1.97;95;sailing;1;0;0;
275098717;Gili Cohen;Israel;female;1991-06-19;1.60;52;judo;0;0;0;
462314692;Gilles Muller;Luxembourg;male;1983-05-09;1.93;90;tennis;0;0;0;
991427076;Gilles Simon;France;male;1984-12-27;1.83;70;tennis;0;0;0;
156004551;Gillian Sanders;South Africa;female;1981-10-15;1.68;53;triathlon;0;0;0;
266372600;Gillies Kaka;New Zealand;male;1990-05-28;1.85;90;rugby sevens;0;0;0;
802381327;Gilvan Bitencourt Ribeiro;Brazil;male;1989-05-08;1.80;83;canoe;0;0;0;
784102100;Gina Bass;The Gambia;female;1995-05-03;;;athletics;0;0;0;
326826084;Gina Luckenkemper;Germany;female;1996-11-21;1.70;56;athletics;0;0;0;
64983596;Ginga Munetomo;Japan;male;1994-04-07;1.65;55;gymnastics;0;0;0;
436375736;Gintare Scheidt;Lithuania;female;1982-11-12;1.72;63;sailing;0;0;0;
859779804;Giordan Harris;Marshall Islands;male;1993-04-19;1.85;99;aquatics;0;0;0;
663457782;Giordano Benedetti;Italy;male;1989-05-22;1.89;68;athletics;0;0;0;
836669361;Giorgi Chkheidze;Georgia;male;1997-10-30;1.78;105;weightlifting;0;0;0;
976881370;Giorgia Bordignon;Italy;female;1987-05-24;1.61;63;weightlifting;0;0;0;
980482855;Giorgia Bronzini;Italy;female;1983-08-03;1.60;54;cycling;0;0;0;
298556273;Giorgio Avola;Italy;male;1989-05-08;1.78;72;fencing;0;0;0;
450155404;Giorgio Poggi;Italy;male;1981-08-26;1.86;100;sailing;0;0;0;
590407470;Giovana Prado Pass;Brazil;female;1998-03-30;1.67;59;equestrian;0;0;0;
42773874;Giovani Lo Celso;Argentina;male;1996-04-09;1.69;72;football;0;0;0;
979844393;Giovanna Pedroso;Brazil;female;1998-10-15;1.62;57;aquatics;0;0;0;
276844108;Giovanni Abagnale;Italy;male;1995-01-11;1.98;90;rowing;0;0;1;
870019483;Giovanni Battista Bardis;France;male;1987-05-21;1.77;85;weightlifting;0;0;0;
135611970;Giovanni Cernogoraz;Croatia;male;1982-12-27;1.86;90;shooting;0;0;0;
890980773;Giovanni Codrington;Netherlands;male;1988-07-17;1.77;84;athletics;0;0;0;
117303436;Giovanni Pellielo;Italy;male;1970-01-11;1.73;96;shooting;0;1;0;
453426505;Giovanni Simeone;Argentina;male;1995-07-05;1.68;76;football;0;0;0;
611012468;Giovanni Tocci;Italy;male;1994-08-31;1.75;68;aquatics;0;0;0;
20576077;Giovanni de Gennaro;Italy;male;1992-07-21;1.85;80;canoe;0;0;0;
258007826;Giselle Ansley;Great Britain;female;1992-03-31;1.76;73;hockey;1;0;0;
994296683;Githa Michiels;Belgium;female;1983-03-28;1.66;60;cycling;0;0;0;
69404061;Giulia Conti;Italy;female;1985-11-04;1.73;62;sailing;0;0;0;
820456660;Giulia Emmolo;Italy;female;1991-10-16;1.71;67;aquatics;0;1;0;
435542404;Giulia Gorlero;Italy;female;1990-09-26;1.80;73;aquatics;0;1;0;
335874891;Giulia Molinaro;Italy;female;1990-07-23;1.78;72;golf;0;0;0;
358923417;Giulia Sergas;Italy;female;1979-12-26;1.77;64;golf;0;0;0;
475800155;Giulia Steingruber;Switzerland;female;1994-03-24;1.60;56;gymnastics;0;0;1;
446145894;Giulio Dressino;Italy;male;1992-11-05;1.83;75;canoe;0;0;0;
231324548;Giuseppe Giordano;Italy;male;1974-07-16;1.70;73;shooting;0;0;0;
825126068;Giuseppe Vicino;Italy;male;1993-02-26;1.95;95;rowing;0;0;1;
453710519;Gladys Tejeda;Peru;female;1985-09-30;1.56;47;athletics;0;0;0;
261518671;Glencora McGhie;Australia;female;1988-08-08;1.78;68;aquatics;0;0;0;
820466247;Glenn Kable;Fiji;male;1963-05-04;1.86;92;shooting;0;0;0;
344080952;Glenn O'Shea;Australia;male;1989-06-14;1.80;76;cycling;0;0;0;
801742919;Glenn Ochal;United States;male;1986-03-01;1.94;95;rowing;0;0;0;
36388952;Glenn Schuurman;Netherlands;male;1991-04-16;1.83;79;hockey;0;0;0;
679206973;Glenn Snyders;New Zealand;male;1987-04-07;1.79;83;aquatics;0;0;0;
585626028;Glenn Surgeloose;Belgium;male;1989-09-04;1.82;80;aquatics;0;0;0;
914132578;Glenn Sutanto;Indonesia;male;1989-11-07;1.83;74;aquatics;0;0;0;
355204683;Glenn Turner;Australia;male;1984-05-01;1.79;82;hockey;0;0;0;
482085423;Gloria Asumnu;Nigeria;female;1985-05-22;1.68;64;athletics;0;0;0;
366511914;Gloria Comerma;Spain;female;1987-04-18;1.68;64;hockey;0;0;0;
95564568;Gloria Hooper;Italy;female;1992-03-03;1.74;63;athletics;0;0;0;
848853741;Gnonsiane Niombla;France;female;1990-07-09;1.72;69;handball;0;1;0;
138570390;Godfrey Khotso Mokoena;South Africa;male;1985-03-06;1.90;76;athletics;0;0;0;
56023329;Goitom Kifle;Eritrea;male;1993-12-03;;;athletics;0;0;0;
599927900;Gojko Pijetlovic;Serbia;male;1983-08-07;1.94;92;aquatics;1;0;0;
142292684;Golan Pollack;Israel;male;1991-09-10;1.75;66;judo;0;0;0;
679226224;Golnoush Sebghatollahi;Iran;female;1990-12-20;1.58;61;shooting;0;0;0;
69505234;Gonzalo Carou;Argentina;male;1979-08-15;1.90;100;handball;0;0;0;
854221966;Gonzalo Carreras;Argentina;male;1989-10-26;1.86;88;canoe;0;0;0;
532947055;Gonzalo Echenique Saglietti;Spain;male;1990-04-27;1.90;94;aquatics;0;0;0;
124979010;Gonzalo Molina;Argentina;male;1995-05-05;1.78;83;cycling;0;0;0;
67406936;Gonzalo Peillat;Argentina;male;1992-08-12;1.77;82;hockey;1;0;0;
579541939;Gonzalo Raul Tellechea;Argentina;male;1985-07-11;1.74;61;triathlon;0;0;0;
897428173;Gonzalo Ruiz de la Cruz;Mexico;male;1988-04-28;1.86;87;volleyball;0;0;0;
607191429;Gor Minasyan;Armenia;male;1994-10-25;1.80;144;weightlifting;0;1;0;
612779114;Goran Stojanovic;Qatar;male;1977-02-24;1.91;90;handball;0;0;0;
667077682;Gorazd Skof;Slovenia;male;1977-07-11;1.88;90;handball;0;0;0;
908126279;Gordon Benson;Great Britain;male;1994-05-12;1.91;78;triathlon;0;0;0;
192247711;Gordon Johnston;Canada;male;1993-01-30;1.87;88;hockey;0;0;0;
329155440;Goretti Alejandra Zumaya Flores;Mexico;female;1997-05-31;1.65;65;shooting;0;0;0;
607509598;Govert Viergever;Netherlands;male;1989-07-29;1.84;85;rowing;0;0;0;
702595268;Grace Claxton;Puerto Rico;female;1993-08-19;;;athletics;0;0;0;
705783753;Grace Latz;United States;female;1988-02-21;1.83;79;rowing;0;0;0;
552672529;Grace Luczak;United States;female;1989-05-24;1.91;77;rowing;0;0;0;
313174514;Grace Prendergast;New Zealand;female;1992-06-30;1.83;73;rowing;0;0;0;
555289430;Grace Reid;Great Britain;female;1996-05-09;1.69;67;aquatics;0;0;0;
120616586;Grace Stewart;Australia;female;1997-04-28;1.75;68;hockey;0;0;0;
304397961;Grace Wanjiru Njue;Kenya;female;1979-01-10;1.62;43;athletics;0;0;0;
537810856;Grace Zaadi Deuna;France;female;1993-07-07;1.71;66;handball;0;1;0;
893023802;Gracie Elvin;Australia;female;1988-10-31;1.75;65;cycling;0;0;0;
933428907;Graciele Herrmann;Brazil;female;1992-01-01;1.80;64;aquatics;0;0;0;
639691475;Graciete Santana;Brazil;female;1980-10-12;1.55;43;athletics;0;0;0;
792601678;Graeme Saunders;Canada;male;1990-07-19;1.78;75;sailing;0;0;0;
929889629;Graham DeLaet;Canada;male;1982-01-22;1.80;75;golf;0;0;0;
407795026;Graham Vigrass;Canada;male;1989-06-17;2.05;97;volleyball;0;0;0;
104640408;Grant Ferguson;Great Britain;male;1993-11-15;1.86;64;cycling;0;0;0;
636322182;Grant Irvine;Australia;male;1991-03-17;1.87;80;aquatics;0;0;0;
298928947;Grant Nel;Australia;male;1988-04-07;1.73;69;aquatics;0;0;0;
423041181;Greg Billington;United States;male;1989-05-30;1.76;65;triathlon;0;0;0;
267820041;Greg Patrick Broderick;Ireland;male;1985-09-21;1.80;50;equestrian;0;0;0;
310167929;Greg Rutherford;Great Britain;male;1986-11-17;1.88;92;athletics;0;0;1;
503615176;Greg van Avermaet;Belgium;male;1985-05-17;1.81;74;cycling;1;0;0;
615982348;Gregor Traber;Germany;male;1992-12-02;1.90;80;athletics;0;0;0;
127715970;Gregorio Paltrinieri;Italy;male;1994-09-05;1.91;72;aquatics;1;0;0;
160584680;Gregory Bauge;France;male;1985-01-31;1.81;100;cycling;0;0;1;
517601975;Gregory Bourdy;France;male;1982-04-25;1.80;70;golf;0;0;0;
146969359;Gregory Echenique;Venezuela;male;1990-11-23;2.06;137;basketball;0;0;0;
266128648;Gregory Mallet;France;male;1984-03-21;1.96;84;aquatics;0;0;0;
389701340;Gregory Vargas;Venezuela;male;1986-02-18;1.82;90;basketball;0;0;0;
342622397;Gremlis Arvelo;Venezuela;female;1996-08-21;1.67;62;table tennis;0;0;0;
695131532;Greysia Polii;Indonesia;female;1987-08-11;1.63;56;badminton;0;0;0;
282490475;Griedge Mbock Bathy;France;female;1995-02-26;1.72;64;football;0;0;0;
952560452;Grigor Dimitrov;Bulgaria;male;1991-05-16;1.91;80;tennis;0;0;0;
457130620;Grigori Minaskin;Estonia;male;1991-02-01;1.78;100;judo;0;0;0;
383336831;Grigory Tarasevich;Russia;male;1995-08-01;1.91;75;aquatics;0;0;0;
96493170;Grischa Proemel;Germany;male;1995-01-09;1.82;78;football;0;1;0;
572471810;Griselda Khng;Singapore;female;1991-07-31;1.55;60;sailing;0;0;0;
326722499;Grit Sadeiko;Estonia;female;1989-07-29;1.72;59;athletics;0;0;0;
96345357;Grzegorz Fijalek;Poland;male;1987-05-11;1.85;99;volleyball;0;0;0;
491637727;Grzegorz Hedwig;Poland;male;1988-07-17;1.79;82;canoe;0;0;0;
844475495;Grzegorz Lomacz;Poland;male;1987-10-01;1.87;80;volleyball;0;0;0;
282268874;Guadalupe Lopez;Colombia;female;1988-01-12;1.65;58;rugby sevens;0;0;0;
466700626;Guan-Lin Yu;Chinese Taipei;male;1993-11-29;1.71;58;archery;0;0;0;
85090026;Guangyuan Li;Pr Of China;male;1997-02-27;1.87;81;aquatics;0;0;0;
613886806;Guanjie Johnathan Wong;Malaysia;male;1992-08-23;1.72;67;shooting;0;0;0;
78601659;Guannan Niu;Pr Of China;female;1992-05-10;1.77;68;aquatics;0;0;0;
331829339;Gudaf Tsegay;Ethiopia;female;1997-11-23;1.63;50;athletics;0;0;0;
576749129;Gudni Valur Gudnason;Iceland;male;1995-10-11;1.99;120;athletics;0;0;0;
511096047;Gudrun Stock;Germany;female;1995-05-23;1.68;62;cycling;0;0;0;
233933004;Guendalina Sartori;Italy;female;1988-08-08;1.69;90;archery;0;0;0;
100452924;Guham Cho;South Korea;male;1992-07-30;1.78;100;judo;0;0;0;
220835497;Guido Pella;Argentina;male;1990-05-17;1.83;80;tennis;0;0;0;
905148205;Guido Vianello;Italy;male;1994-05-09;1.98;;boxing;0;0;0;
405955663;Guilherme Giovannoni;Brazil;male;1980-06-02;2.04;100;basketball;0;0;0;
196836126;Guilherme Guido;Brazil;male;1987-02-12;1.94;90;aquatics;0;0;0;
256859725;Guilherme Melaragno;Brazil;male;1993-08-09;1.84;88;fencing;0;0;0;
304528456;Guilherme Toldo;Brazil;male;1992-09-01;1.76;70;fencing;0;0;0;
428363139;Guillaume Raineau;France;male;1986-06-29;1.87;71;rowing;0;0;1;
9637437;Guillermo Duran;Argentina;male;1988-06-06;1.78;82;tennis;0;0;0;
107880382;Guillermo Molina Rios;Spain;male;1984-03-16;1.95;105;aquatics;0;0;0;
70220465;Gulbadam Babamuratova;Turkmenistan;female;1991-08-24;1.56;52;judo;0;0;0;
699962258;Gulnabat Kadyrova;Turkmenistan;female;1994-06-14;1.65;69;weightlifting;0;0;0;
192705392;Gulnaz Gubaydullina;Russia;female;1992-02-14;1.64;51;modern pentathlon;0;0;0;
15083082;Gulnoza Matniyazova;Uzbekistan;female;1994-08-10;1.68;70;judo;0;0;0;
126810270;Gulzhanat Zhanatbek;Kazakhstan;female;1991-11-30;1.70;55;athletics;0;0;0;
696433108;Gundegmaa Otryad;Mongolia;female;1978-05-23;1.68;63;shooting;0;0;0;
504342645;Gunn-Rita Dahle Flesjaa;Norway;female;1973-02-10;;;cycling;0;0;0;
732208032;Gunnar Bentz;United States;male;1996-01-03;1.96;83;aquatics;1;0;0;
151055874;Gunta Latiseva-Cudare;Latvia;female;1995-03-09;1.79;68;athletics;0;0;0;
970528741;Guojian Dong;Pr Of China;male;1987-03-16;1.70;55;athletics;0;0;0;
849428562;Guor Marial;South Sudan;male;1984-04-15;1.80;60;athletics;0;0;0;
174463586;Guowei Zhang;Pr Of China;male;1991-06-04;2.02;77;athletics;0;0;0;
695858631;Gurmeet Singh;India;male;1985-07-01;1.72;60;athletics;0;0;0;
773668294;Gurpreet Singh;India;male;1987-12-19;1.76;81;shooting;0;0;0;
335760688;Gustavo Albuquerque;Brazil;male;1991-06-28;1.72;85;rugby sevens;0;0;0;
905869826;Gustavo Cuesta;Dominican Republic;male;1988-11-14;1.73;66;athletics;0;0;0;
587811250;Gustavo Guimaraes;Brazil;male;1994-01-24;1.80;90;aquatics;0;0;0;
17989231;Gustavo Lima;Portugal;male;1977-07-13;1.85;82;sailing;0;0;0;
743751961;Gustavo Tsuboi;Brazil;male;1985-05-31;1.70;65;table tennis;0;0;0;
833430291;Gustavo Vernes;Brazil;male;1993-03-24;;;football;0;0;0;
125360707;Guy-Elphege Anouman;France;male;1994-06-13;1.77;75;athletics;0;0;0;
369581493;Guzel Manyurova;Kazakhstan;female;1978-01-24;1.74;75;wrestling;0;1;0;
904653083;Gwanghee Cho;South Korea;male;1993-12-24;1.82;92;canoe;0;0;0;
796100413;Gwanghyeok Lee;South Korea;male;1995-09-11;;;football;0;0;0;
459485655;Gwanuk Kim;South Korea;male;1990-07-22;1.77;90;wrestling;0;0;0;
874914826;Gwen Berry;United States;female;1989-06-29;1.76;88;athletics;0;0;0;
292122842;Gwen Jorgensen;United States;female;1986-04-25;1.78;58;triathlon;1;0;0;
3322965;Gwladys Epangue;France;female;1983-08-15;1.78;88;taekwondo;0;0;0;
302633574;Gwladys Nocera Pucet;France;female;1975-05-22;1.68;62;golf;0;0;0;
42510155;Gyorgyi Zsivoczky-Farkas;Hungary;female;1985-02-13;1.70;60;athletics;0;0;0;
301226095;Ha Na Kim;South Korea;female;1989-12-27;1.72;55;badminton;0;0;0;
553897082;Habib de Las Salas de la Rosa;Colombia;male;1987-04-19;1.59;56;weightlifting;0;0;0;
962588204;Habiba Ghribi;Tunisia;female;1984-04-09;1.74;51;athletics;0;0;0;
585034068;Habibollah Jomeh Akhlaghi;Iran;male;1985-08-03;1.75;90;wrestling;0;0;0;
204254643;Habitam Alemu;Ethiopia;female;1997-07-09;1.71;52;athletics;0;0;0;
753076822;Haby Niare;France;female;1993-06-26;1.76;66;taekwondo;0;1;0;
755601006;Hadir Mekhimar;Egypt;female;1997-11-25;1.65;62;shooting;0;0;0;
472316019;Hae Mi Park;South Korea;female;1990-01-31;1.68;55;shooting;0;0;0;
402157963;Hae Ran Kim;South Korea;female;1984-03-16;1.68;57;volleyball;0;0;0;
188491847;Haein Sim;South Korea;female;1987-10-31;1.78;66;handball;0;0;0;
16804644;Haeun Yang;South Korea;female;1994-02-25;1.71;58;table tennis;0;0;0;
861637149;Hafifi Bin Mansor Mohd;Malaysia;male;1990-10-28;1.66;69;weightlifting;0;0;0;
718811090;Hafize Sahin;Turkey;female;1992-01-01;1.70;63;wrestling;0;0;0;
177699282;Hafsatu Kamara;Sierra Leone;female;1991-12-07;;;athletics;0;0;0;
825962890;Hagen Pohle;Germany;male;1992-03-05;1.78;64;athletics;0;0;0;
461373663;Hagos Gebrhiwet;Ethiopia;male;1994-05-11;1.71;56;athletics;0;0;1;
321494163;Haido Alexouli;Greece;female;1991-03-29;1.80;60;athletics;0;0;0;
754025410;Haifeng Fu;Pr Of China;male;1984-01-02;1.81;78;badminton;1;0;0;
148299848;Hailemariyam Amare;Ethiopia;male;1997-02-22;1.75;64;athletics;0;0;0;
48011673;Haiping Liu;Pr Of China;female;1988-06-03;1.73;69;canoe;0;0;0;
428133887;Hairim Song;South Korea;female;1985-01-12;1.67;67;handball;0;0;0;
189517234;Haislan Antonio Veranes Garcia;Canada;male;1983-03-04;1.75;66;wrestling;0;0;0;
788703039;Haithem Fahmy Mahmoud;Egypt;male;1991-09-23;1.54;59;wrestling;0;0;0;
997215061;Haiwei Chen;Pr Of China;male;1994-12-30;1.88;78;fencing;0;0;0;
800071001;Haiyan Wu;Pr Of China;female;1993-02-26;1.66;58;football;0;0;0;
354275948;Hajar Alkhaldi;Bahrain;female;1995-03-17;1.60;45;athletics;0;0;0;
934255578;Haji Aliyev;Azerbaijan;male;1991-04-21;1.68;65;wrestling;0;0;1;
931847337;Hakan Dahlby;Sweden;male;1965-09-15;1.85;95;shooting;0;0;0;
9093283;Hakan Eresker;Qatar;male;1994-07-05;1.71;;boxing;0;0;0;
983579784;Hakim Sadi;Algeria;male;1992-11-14;1.76;56;athletics;0;0;0;
329066484;Haley Anderson;United States;female;1991-11-20;1.78;68;aquatics;0;0;0;
587562061;Haley Ruth Augello;United States;female;1994-10-17;1.61;54;wrestling;0;0;0;
853405739;Hali Flickinger;United States;female;1994-07-07;1.66;52;aquatics;0;0;0;
427032354;Halil Akkas;Turkey;male;1983-07-01;1.75;58;athletics;0;0;0;
779373345;Halimah Nakaayi;Uganda;female;1994-10-16;;;athletics;0;0;0;
556391321;Haline Scatrut;Brazil;female;1992-08-09;1.69;64;rugby sevens;0;0;0;
911111392;Hamad Ali Mohamed A Al Attiyah;Qatar;male;1995-06-23;1.93;89;equestrian;0;0;0;
1664652;Hamada Mohamed;Egypt;male;1992-10-22;1.75;65;athletics;0;0;0;
513005380;Hamada Talat;Egypt;male;1981-03-01;1.76;77;shooting;0;0;0;
323154002;Hamdan Bayusuf;Kenya;male;1994-09-29;1.82;64;aquatics;0;0;0;
443393856;Hamdy Moustafa Elsaid Abdelwahab;Egypt;male;1993-01-22;1.71;96;wrestling;0;0;0;
550868905;Hamed Said Alkhatri;Oman;male;1985-05-24;1.68;90;shooting;0;0;0;
531580523;Hamid Ezzine;Morocco;male;1983-10-05;1.74;62;athletics;0;0;0;
541385072;Hamid Mohammad Soryan;Iran;male;1985-08-24;1.67;64;wrestling;0;0;0;
614655928;Hamid Sintes;Algeria;male;1980-08-08;1.69;67;fencing;0;0;0;
392547032;Hamidreza Zooravand;Iran;male;1990-01-13;1.76;66;athletics;0;0;0;
296637442;Hamish Bond;New Zealand;male;1986-02-13;1.89;89;rowing;1;0;0;
661625599;Hamish Carson;New Zealand;male;1988-11-01;1.81;66;athletics;0;0;0;
738803068;Hamish Peacock;Australia;male;1990-10-15;1.85;98;athletics;0;0;0;
927364164;Hammadi Ahmed;Iraq;male;1989-10-18;1.77;76;football;0;0;0;
589649660;Hamza Alic;Bosnia-Herzegovina;male;1979-01-20;1.86;130;athletics;0;0;0;
668979909;Hamza Bouras;Algeria;male;1987-12-16;1.70;73;sailing;0;0;0;
672961939;Hamza Touba;Germany;male;1991-11-06;1.70;;boxing;0;0;0;
857979045;Hamzeh Zarini;Iran;male;1985-10-18;1.98;98;volleyball;0;0;0;
360154059;Han Na Gwon;South Korea;female;1989-11-22;1.73;65;handball;0;0;0;
474085303;Hana Matelova;Czech Republic;female;1990-06-08;1.60;53;table tennis;0;0;0;
103924089;Hanami Sekine;Japan;female;1996-02-26;1.56;43;athletics;0;0;0;
98339799;Haneen Ibrahim;Sudan;female;2000-06-29;1.54;47;aquatics;0;0;0;
987592128;Hang Yu Sze;Hong Kong;female;1988-03-05;1.68;63;aquatics;0;0;0;
56781844;Haniel Langaro;Brazil;male;1995-03-07;1.97;104;handball;0;0;0;
281021453;Hanna Blomstrand;Sweden;female;1996-08-25;1.73;72;handball;0;0;0;
868683543;Hanna Dudzenkova;Belarus;female;1994-05-07;1.67;51;gymnastics;0;0;0;
648984551;Hanna Harchonak;Belarus;female;1992-02-11;1.62;51;gymnastics;0;0;0;
302310091;Hanna Hatsko-Fedusova;Ukraine;female;1990-10-03;1.75;75;athletics;0;0;0;
731032288;Hanna Kasyanova;Ukraine;female;1983-04-24;1.78;67;athletics;0;0;0;
865953961;Hanna Kisteleki;Hungary;female;1991-03-10;1.72;63;aquatics;0;0;0;
846150699;Hanna Klinga;Sweden;female;1989-11-13;1.65;65;sailing;0;0;0;
750989988;Hanna Knyazyeva-Minenko;Israel;female;1989-09-25;1.79;62;athletics;0;0;0;
296210121;Hanna Lyczbinska;Poland;female;1990-04-20;1.78;64;fencing;0;0;0;
318275998;Hanna Malyshik;Belarus;female;1994-02-04;1.75;90;athletics;0;0;0;
593771185;Hanna Plotitsyna;Ukraine;female;1987-01-01;1.82;73;athletics;0;0;0;
805368469;Hanna Skydan;Azerbaijan;female;1992-05-14;1.83;101;athletics;0;0;0;
550222523;Hanna-Maria Seppala;Finland;female;1984-12-13;1.74;60;aquatics;0;0;0;
980247583;Hannah Amuchechi Rueben;Nigeria;female;1994-02-14;1.65;69;wrestling;0;0;0;
113266724;Hannah Buckling;Australia;female;1992-06-03;1.77;75;aquatics;0;0;0;
679066155;Hannah Cross;Australia;female;1997-01-29;1.69;57;aquatics;0;0;0;
503850224;Hannah Darling;Canada;female;1996-05-30;1.74;72;rugby sevens;0;0;1;
650100624;Hannah Kruger;Germany;female;1988-09-04;1.73;67;hockey;0;0;1;
512806453;Hannah Macleod;Great Britain;female;1984-06-09;1.72;67;hockey;1;0;0;
278564208;Hannah Miley;Great Britain;female;1989-08-08;1.65;53;aquatics;0;0;0;
931174391;Hannah Mills;Great Britain;female;1988-02-29;1.57;50;sailing;1;0;0;
888831505;Hannah Wilkinson;New Zealand;female;1992-05-28;1.77;72;football;0;0;0;
467874431;Hanne Grahns;Sweden;female;1992-08-29;1.67;64;football;0;0;0;
588728248;Hannes Aigner;Germany;male;1989-03-19;1.83;75;canoe;0;0;0;
633655102;Hannes Obreno;Belgium;male;1991-03-08;1.87;83;rowing;0;0;0;
828126181;Hannes Ocik;Germany;male;1991-06-08;1.91;93;rowing;0;1;0;
707380480;Hannibal Gaskin;Guyana;male;1997-08-30;1.73;68;aquatics;0;0;0;
759916596;Hans Arne Jensen;Tonga;male;1998-02-25;1.81;95;archery;0;0;0;
887983421;Hans Gruhne;Germany;male;1988-08-05;1.93;92;rowing;1;0;0;
157732723;Hans Lindberg;Denmark;male;1981-08-01;1.88;88;handball;0;0;0;
191768973;Hans Peter Minderhoud;Netherlands;male;1973-10-07;1.90;75;equestrian;0;0;0;
14222550;Hans Podlipnik-Castillo;Chile;male;1988-01-09;1.84;79;tennis;0;0;0;
35658013;Hans Struzyna;United States;male;1989-03-31;1.88;90;rowing;0;0;0;
326027910;Hansol Kim;South Korea;male;1995-12-29;1.65;;gymnastics;0;0;0;
710838348;Hansu Ryu;South Korea;male;1988-02-01;1.68;70;wrestling;0;0;0;
400204739;Hanwoong Park;South Korea;male;1995-01-15;1.74;92;weightlifting;0;0;0;
462031803;Hao Chang;Chinese Taipei;male;1990-11-14;1.73;72;sailing;0;0;0;
955199694;Hao Liu;Pr Of China;male;1988-11-07;1.89;79;cycling;0;0;0;
688410388;Hao You;Pr Of China;male;1992-04-26;1.62;60;gymnastics;0;0;1;
5582422;Hao-Ching Chan;Chinese Taipei;female;1993-09-19;1.80;65;tennis;0;0;0;
584970001;Hao-Wen Kao;Chinese Taipei;male;1995-03-17;1.80;82;archery;0;0;0;
